name,price_usd,calories,restaurant_name,identifier,sugars_g,cholesterol_mg,protein_g,fiber_g,fat_g,carbohydrates_g,sodium_mg
SAMPLER BOX,7.2,,DEL TACO (4376 W. SUNSET BLVD | 1105),"UBEREATS, LOS ANGELES, CA",,,,,,,
BEYOND 8 LAYER BURRITO,5.55,,DEL TACO (4376 W. SUNSET BLVD | 1105),"UBEREATS, LOS ANGELES, CA",,,,,,,
MACHO COMBO BURRITO®,6.85,,DEL TACO (4376 W. SUNSET BLVD | 1105),"UBEREATS, LOS ANGELES, CA",,,,,,,
BEAN & CHEESE BURRITO WITH RED SAUCE,1.45,,DEL TACO (4376 W. SUNSET BLVD | 1105),"UBEREATS, LOS ANGELES, CA",,,,,,,
BEAN & CHEESE BURRITO WITH GREEN SAUCE,1.45,,DEL TACO (4376 W. SUNSET BLVD | 1105),"UBEREATS, LOS ANGELES, CA",,,,,,,
DEL BEEF BURRITO,4.8,,DEL TACO (4376 W. SUNSET BLVD | 1105),"UBEREATS, LOS ANGELES, CA",,,,,,,
DEL COMBO BURRITO,4.8,,DEL TACO (4376 W. SUNSET BLVD | 1105),"UBEREATS, LOS ANGELES, CA",,,,,,,
CLASSIC GRILLED CHICKEN BURRITO,5.05,,DEL TACO (4376 W. SUNSET BLVD | 1105),"UBEREATS, LOS ANGELES, CA",,,,,,,
SPICY GRILLED CHICKEN BURRITO,4.8,,DEL TACO (4376 W. SUNSET BLVD | 1105),"UBEREATS, LOS ANGELES, CA",,,,,,,
8 LAYER VEGGIE BURRITO,4.69,,DEL TACO (4376 W. SUNSET BLVD | 1105),"UBEREATS, LOS ANGELES, CA",,,,,,,
"JACKED UP VALUE BEAN, RICE & CHEESE BURRITO",1.2,,DEL TACO (4376 W. SUNSET BLVD | 1105),"UBEREATS, LOS ANGELES, CA",,,,,,,
BEER BATTERED FISH TACO,3.5,,DEL TACO (4376 W. SUNSET BLVD | 1105),"UBEREATS, LOS ANGELES, CA",,,,,,,
CHIPS & QUESO (SNACK),2.4,,DEL TACO (4376 W. SUNSET BLVD | 1105),"UBEREATS, LOS ANGELES, CA",,,,,,,
CHIPS & QUESO (REGULAR),3.6,,DEL TACO (4376 W. SUNSET BLVD | 1105),"UBEREATS, LOS ANGELES, CA",,,,,,,
CHICKEN QUESADILLA SNACKER,1.55,,DEL TACO (4376 W. SUNSET BLVD | 1105),"UBEREATS, LOS ANGELES, CA",,,,,,,
DOUBLE DEL® CHEESEBURGER,5.9,,DEL TACO (4376 W. SUNSET BLVD | 1105),"UBEREATS, LOS ANGELES, CA",,,,,,,
BACON DOUBLE DEL® CHEESEBURGER,6.0,,DEL TACO (4376 W. SUNSET BLVD | 1105),"UBEREATS, LOS ANGELES, CA",,,,,,,
CHEESEBURGER,3.25,,DEL TACO (4376 W. SUNSET BLVD | 1105),"UBEREATS, LOS ANGELES, CA",,,,,,,
HONEY CHIPOTLE BBQ BACON RANCH LOADED FRIES,5.4,,DEL TACO (4376 W. SUNSET BLVD | 1105),"UBEREATS, LOS ANGELES, CA",,,,,,,
QUESO LOADED FRIES,5.55,,DEL TACO (4376 W. SUNSET BLVD | 1105),"UBEREATS, LOS ANGELES, CA",,,,,,,
CHILI CHEDDAR FRIES,5.55,,DEL TACO (4376 W. SUNSET BLVD | 1105),"UBEREATS, LOS ANGELES, CA",,,,,,,
DELUXE CHILI CHEDDAR FRIES,6.0,,DEL TACO (4376 W. SUNSET BLVD | 1105),"UBEREATS, LOS ANGELES, CA",,,,,,,
CARNE ASADA FRIES,6.75,,DEL TACO (4376 W. SUNSET BLVD | 1105),"UBEREATS, LOS ANGELES, CA",,,,,,,
2FOR BURRITOS - MIX & MATCH,6.6,,DEL TACO (4376 W. SUNSET BLVD | 1105),"UBEREATS, LOS ANGELES, CA",,,,,,,
SIGNATURE TACO SALAD (WITH FRESH GUAC),8.05,,DEL TACO (4376 W. SUNSET BLVD | 1105),"UBEREATS, LOS ANGELES, CA",,,,,,,
CHICKEN BACON GUACAMOLE SALAD,8.05,,DEL TACO (4376 W. SUNSET BLVD | 1105),"UBEREATS, LOS ANGELES, CA",,,,,,,
POLLO ASADO BOWL,6.95,,DEL TACO (4376 W. SUNSET BLVD | 1105),"UBEREATS, LOS ANGELES, CA",,,,,,,
VEGGIE BOWL,6.6,,DEL TACO (4376 W. SUNSET BLVD | 1105),"UBEREATS, LOS ANGELES, CA",,,,,,,
BOTTLED WATER,2.65,,DEL TACO (4376 W. SUNSET BLVD | 1105),"UBEREATS, LOS ANGELES, CA",,,,,,,
PRIMA JAVA COFFEE,2.65,,DEL TACO (4376 W. SUNSET BLVD | 1105),"UBEREATS, LOS ANGELES, CA",,,,,,,
SIMPLY ORANGE®,3.5,,DEL TACO (4376 W. SUNSET BLVD | 1105),"UBEREATS, LOS ANGELES, CA",,,,,,,
MINI CHURRO (2PC),1.7,,DEL TACO (4376 W. SUNSET BLVD | 1105),"UBEREATS, LOS ANGELES, CA",,,,,,,
HASHBROWN STICKS,1.2,,DEL TACO (4376 W. SUNSET BLVD | 1105),"UBEREATS, LOS ANGELES, CA",,,,,,,
